Transaction_ID,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Transaction,products
6034734,3/1/2023,2023,March,10:46:30,7,348.4055934,2438.839154,Electronics,Apple,Laptop,Sale,HP Spectre
2730757,3/1/2023,2023,March,10:57:42,8,42.26404519,338.1123615,Books,Penguin Books,Children's,Sale,Educational kits
1826717,3/1/2023,2023,March,11:31:08,3,416.4484944,1249.345483,Electronics,Apple,Laptop,Sale,Microsoft Surface Laptop
6937599,3/1/2023,2023,March,11:51:27,1,456.2320704,456.2320704,Grocery,Pepsi,Water,Sale,Purified water
9184329,3/1/2023,2023,March,11:54:30,6,382.3313711,2293.988227,Electronics,Sony,Smartphone,Sale,Huawei P
6760648,3/1/2023,2023,March,12:32:30,8,80.69127712,645.5302169,Grocery,Coca-Cola,Soft Drink,Sale,Cola
9360268,3/1/2023,2023,March,12:36:23,5,26.21890169,131.0945084,Electronics,Samsung,Television,Sale,Smart TV
4373535,3/1/2023,2023,March,13:29:20,6,305.5745767,1833.44746,Electronics,Sony,Smartphone,Sale,LG G
8121455,3/1/2023,2023,March,14:34:05,9,296.5952923,2669.35763,Books,HarperCollins,Fiction,Sale,Thriller
7804531,3/1/2023,2023,March,15:09:40,8,393.5959869,3148.767895,Electronics,Apple,Smartphone,Purchase,Huawei P
6794260,3/1/2023,2023,March,15:21:14,5,219.1204067,1095.602034,Grocery,Pepsi,Water,Purchase,Alkaline water
8297429,3/1/2023,2023,March,15:26:14,4,87.46901639,349.8760656,Grocery,Pepsi,Water,Sale,Purified water
3449443,3/1/2023,2023,March,15:44:51,1,421.3552077,421.3552077,Books,Penguin Books,Fiction,Sale,Romance
4730594,3/1/2023,2023,March,15:49:08,10,32.98345294,329.8345294,Grocery,Coca-Cola,Soft Drink,Purchase,Energy drink
9730018,3/1/2023,2023,March,15:57:36,10,441.3092424,4413.092424,Electronics,Sony,Television,Sale,QLED TV
2444341,3/1/2023,2023,March,16:36:31,3,329.553735,988.6612049,Grocery,Pepsi,Water,Purchase,Sparkling water
7211873,3/1/2023,2023,March,16:37:44,6,207.7809557,1246.685734,Electronics,Apple,Laptop,Sale,Dell XPS
5208807,3/1/2023,2023,March,16:51:18,10,333.0287665,3330.287665,Electronics,Samsung,Tablet,Sale,Samsung Galaxy Tab
8014473,3/1/2023,2023,March,17:04:14,1,489.2469798,489.2469798,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Coffee maker
2154013,3/1/2023,2023,March,17:41:54,1,381.2114062,381.2114062,Electronics,Sony,Television,Sale,LCD TV
4186093,3/1/2023,2023,March,18:16:30,7,326.4764584,2285.335209,Electronics,Samsung,Smartphone,Sale,Samsung Galaxy
8272997,3/1/2023,2023,March,18:30:39,7,171.2275724,1198.593007,Electronics,Samsung,Smartphone,Sale,LG G
8967884,3/1/2023,2023,March,18:50:33,3,340.7641046,1022.292314,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Oven
5353948,3/1/2023,2023,March,19:57:02,7,440.9319855,3086.523899,Electronics,Sony,Headphones,Purchase,In-ear headphones
8662724,3/1/2023,2023,March,20:03:36,2,350.2904956,700.5809912,Electronics,Samsung,Television,Sale,Plasma TV
7313634,3/1/2023,2023,March,20:09:36,10,199.8560664,1998.560664,Grocery,Nestle,Snacks,Sale,Trail mix
1796558,3/1/2023,2023,March,20:21:07,2,303.3621218,606.7242437,Home Decor,IKEA,Furniture,Purchase,Coffee table
6232395,3/1/2023,2023,March,21:13:17,7,69.80550004,488.6385003,Electronics,Samsung,Smartphone,Purchase,Sony Xperia
3333248,3/1/2023,2023,March,21:18:23,6,60.67772245,364.0663347,Books,Penguin Books,Non-Fiction,Sale,Health
7257107,3/1/2023,2023,March,21:27:32,2,24.87023865,49.7404773,Electronics,Samsung,Tablet,Sale,iPad
3223132,3/1/2023,2023,March,21:33:10,9,67.00733681,603.0660313,Electronics,Samsung,Smartphone,Purchase,Google Pixel
7984969,3/1/2023,2023,March,22:00:43,2,299.7890472,599.5780943,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
5245287,3/1/2023,2023,March,22:18:19,3,31.19518823,93.5855647,Electronics,Samsung,Tablet,Sale,Amazon Fire Tablet
2431313,3/1/2023,2023,March,22:29:31,1,212.584304,212.584304,Grocery,Pepsi,Water,Sale,Sparkling water
3749990,3/1/2023,2023,March,22:38:12,3,303.4132116,910.2396348,Electronics,Apple,Laptop,Sale,Acer Swift
8519917,3/1/2023,2023,March,23:43:20,6,243.8483775,1463.090265,Electronics,Sony,Headphones,Sale,DJ headphones
2427509,3/1/2023,2023,March,23:48:04,9,220.5407394,1984.866655,Electronics,Samsung,Smartphone,Purchase,Google Pixel
9003939,3/1/2023,2023,March,23:51:04,2,35.33655769,70.67311538,Home Decor,Home Depot,Tools,Sale,Pliers
3200126,3/1/2023,2023,March,23:59:15,3,371.0019121,1113.005736,Electronics,Samsung,Television,Sale,Smart TV
5556835,3/2/2023,2023,March,0:15:54,9,246.8232143,2221.408928,Electronics,Apple,Smartphone,Purchase,iPhone
4706584,3/2/2023,2023,March,0:49:38,5,388.031941,1940.159705,Electronics,Samsung,Tablet,Purchase,Huawei MediaPad
3200870,3/2/2023,2023,March,1:10:19,4,127.7151882,510.8607528,Electronics,Samsung,Smartphone,Purchase,Motorola Moto
5562683,3/2/2023,2023,March,1:24:58,6,471.7981038,2830.788623,Books,Penguin Books,Children's,Purchase,Educational kits
9813161,3/2/2023,2023,March,1:59:47,1,406.1705542,406.1705542,Electronics,Samsung,Tablet,Sale,Asus ZenPad
9087084,3/2/2023,2023,March,2:02:47,8,24.50371292,196.0297034,Electronics,Samsung,Smartphone,Purchase,Motorola Moto
9591357,3/2/2023,2023,March,2:07:07,7,189.9597249,1329.718074,Electronics,Samsung,Television,Sale,QLED TV
2179703,3/2/2023,2023,March,2:53:54,9,440.6490297,3965.841267,Grocery,Nestle,Chocolate,Sale,Milk chocolate
4716807,3/2/2023,2023,March,3:12:42,2,380.9694554,761.9389107,Books,Penguin Books,Fiction,Sale,Horror
5818401,3/2/2023,2023,March,3:39:45,9,299.6255595,2696.630035,Home Decor,IKEA,Lighting,Purchase,Track lighting
3551938,3/2/2023,2023,March,6:55:55,10,265.4859199,2654.859199,Grocery,Pepsi,Water,Sale,Sparkling water
9649305,3/2/2023,2023,March,8:06:14,2,188.5596618,377.1193236,Electronics,Samsung,Tablet,Sale,iPad
1717347,3/2/2023,2023,March,8:17:07,6,236.3596016,1418.15761,Grocery,Pepsi,Juice,Purchase,Apple juice
5433763,3/2/2023,2023,March,8:55:56,2,147.3366919,294.6733838,Grocery,Pepsi,Soft Drink,Purchase,Iced tea
3432295,3/2/2023,2023,March,9:36:10,5,72.46135308,362.3067654,Grocery,Coca-Cola,Water,Sale,Sparkling water
7357670,3/2/2023,2023,March,10:15:24,4,189.1332946,756.5331782,Grocery,Pepsi,Water,Purchase,Sparkling water
7186672,3/2/2023,2023,March,11:33:44,6,452.4809971,2714.885982,Books,Penguin Books,Fiction,Sale,Romance
6595220,3/2/2023,2023,March,11:49:31,7,126.6107088,886.2749613,Grocery,Coca-Cola,Soft Drink,Purchase,Iced tea
2852264,3/2/2023,2023,March,12:03:15,5,427.0616542,2135.308271,Grocery,Coca-Cola,Soft Drink,Sale,Energy drink
9519798,3/2/2023,2023,March,12:43:33,8,314.3496614,2514.797292,Grocery,Coca-Cola,Juice,Purchase,Orange juice
4765517,3/2/2023,2023,March,12:49:17,10,302.5547395,3025.547395,Electronics,Samsung,Tablet,Sale,Acer Iconia Tab
6513606,3/2/2023,2023,March,13:47:23,6,371.4489975,2228.693985,Grocery,Pepsi,Soft Drink,Purchase,Energy drink
9905135,3/2/2023,2023,March,13:51:17,8,341.5337923,2732.270338,Grocery,Pepsi,Water,Sale,Purified water
7683522,3/2/2023,2023,March,14:09:49,8,186.2985207,1490.388166,Electronics,Apple,Tablet,Sale,Samsung Galaxy Tab
7288393,3/2/2023,2023,March,14:36:32,2,340.5305614,681.0611229,Grocery,Pepsi,Water,Sale,Sparkling water
7796533,3/2/2023,2023,March,15:12:07,6,55.8149264,334.8895584,Electronics,Sony,Headphones,Purchase,Sports headphones
1110175,3/2/2023,2023,March,15:31:14,7,464.883726,3254.186082,Grocery,Coca-Cola,Water,Purchase,Alkaline water
6712616,3/2/2023,2023,March,15:54:57,10,34.8112846,348.112846,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Blender
9374424,3/2/2023,2023,March,15:56:27,2,367.5853193,735.1706387,Electronics,Samsung,Smartphone,Sale,Huawei P
4077935,3/2/2023,2023,March,16:04:37,3,320.0755034,960.2265101,Books,Random House,Fiction,Sale,Thriller
8622660,3/2/2023,2023,March,16:05:07,3,64.44896741,193.3469022,Electronics,Sony,Headphones,Sale,Bluetooth headphones
9610573,3/2/2023,2023,March,16:06:26,8,310.3923417,2483.138733,Home Decor,IKEA,Lighting,Purchase,Table lamps
7941842,3/2/2023,2023,March,16:11:41,2,354.7642299,709.5284598,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Blender
5595809,3/2/2023,2023,March,17:11:03,7,55.08423248,385.5896273,Grocery,Pepsi,Water,Purchase,Purified water
3063346,3/2/2023,2023,March,17:15:08,5,466.0763692,2330.381846,Home Decor,Home Depot,Tools,Sale,Level
6716810,3/2/2023,2023,March,17:35:02,8,226.7125039,1813.700031,Electronics,Sony,Smartphone,Sale,LG G
9154798,3/2/2023,2023,March,17:57:31,10,52.16725903,521.6725903,Electronics,Samsung,Smartphone,Purchase,Sony Xperia
5632425,3/2/2023,2023,March,18:17:21,7,144.4434529,1011.10417,Books,Random House,Fiction,Sale,Horror
5105860,3/2/2023,2023,March,18:24:55,3,107.7247735,323.1743205,Grocery,Pepsi,Soft Drink,Sale,Iced tea
5526207,3/2/2023,2023,March,18:34:44,1,357.6684583,357.6684583,Books,HarperCollins,Fiction,Purchase,Romance
1477583,3/2/2023,2023,March,18:45:42,1,252.1151532,252.1151532,Home Decor,Home Depot,Tools,Sale,Tape measure
3085650,3/2/2023,2023,March,18:55:28,5,82.93264688,414.6632344,Electronics,Sony,Smartphone,Sale,Xiaomi Mi
3098187,3/2/2023,2023,March,19:19:17,4,146.4994872,585.9979487,Books,HarperCollins,Thriller,Sale,Action
9756014,3/2/2023,2023,March,20:58:46,2,223.9403614,447.8807227,Electronics,Sony,Smartphone,Sale,Google Pixel
1280357,3/2/2023,2023,March,21:08:34,6,34.93132882,209.5879729,Electronics,Apple,Smartphone,Sale,iPhone
7434754,3/2/2023,2023,March,21:12:11,8,273.6926558,2189.541246,Books,HarperCollins,Thriller,Purchase,Action
9930225,3/2/2023,2023,March,21:16:57,4,71.13973645,284.5589458,Grocery,Nestle,Chocolate,Sale,Chocolate bars
2244322,3/2/2023,2023,March,21:30:40,1,284.1561334,284.1561334,Electronics,Sony,Smartphone,Purchase,Motorola Moto
5891031,3/2/2023,2023,March,21:30:50,9,61.31144259,551.8029833,Grocery,Nestle,Snacks,Purchase,Chips
3805488,3/2/2023,2023,March,21:48:00,9,192.7351627,1734.616464,Grocery,Nestle,Snacks,Sale,Chips
9843982,3/2/2023,2023,March,22:47:28,3,41.03534393,123.1060318,Electronics,Samsung,Tablet,Sale,Amazon Fire Tablet
4758828,3/2/2023,2023,March,23:24:57,8,166.5088171,1332.070537,Grocery,Pepsi,Water,Sale,Purified water
4446269,3/2/2023,2023,March,23:48:05,5,70.59281112,352.9640556,Books,HarperCollins,Fiction,Sale,Horror
2808274,3/2/2023,2023,March,23:53:21,5,106.6270733,533.1353664,Electronics,Samsung,Smartphone,Sale,OnePlus
2784061,3/2/2023,2023,March,23:53:45,6,433.5546498,2601.327899,Grocery,Pepsi,Water,Sale,Purified water
5217941,3/3/2023,2023,March,0:20:57,6,148.5637035,891.3822211,Grocery,Coca-Cola,Soft Drink,Sale,Energy drink
4164177,3/3/2023,2023,March,0:35:00,7,170.2010357,1191.40725,Electronics,Apple,Smartphone,Sale,Nokia
8914687,3/3/2023,2023,March,1:32:17,7,207.1811871,1450.268309,Electronics,Sony,Television,Sale,Android TV
6228611,3/3/2023,2023,March,1:34:07,5,354.2008152,1771.004076,Grocery,Pepsi,Water,Purchase,Sparkling water
2933478,3/3/2023,2023,March,1:34:49,4,65.38208425,261.528337,Electronics,Sony,Television,Purchase,LCD TV
3024794,3/3/2023,2023,March,1:58:18,10,477.7628392,4777.628392,Electronics,Samsung,Television,Purchase,Plasma TV
7854730,3/3/2023,2023,March,2:09:34,10,446.1360419,4461.360419,Electronics,Sony,Headphones,Sale,Gaming headphones
5553041,3/3/2023,2023,March,2:55:55,3,197.1050601,591.3151802,Electronics,Samsung,Tablet,Sale,Samsung Galaxy Tab
8139910,3/3/2023,2023,March,3:10:55,2,18.73511276,37.47022552,Electronics,Samsung,Smartphone,Sale,Nokia
7290560,3/3/2023,2023,March,3:11:32,4,135.6957996,542.7831982,Grocery,Pepsi,Water,Sale,Sparkling water
2840765,3/3/2023,2023,March,3:28:41,5,14.42019396,72.10096981,Electronics,Apple,Smartphone,Sale,Nokia
5899355,3/3/2023,2023,March,4:17:36,7,441.3944857,3089.7614,Electronics,Samsung,Television,Sale,HDR TV
1624805,3/3/2023,2023,March,5:08:39,10,344.7162198,3447.162198,Electronics,Apple,Tablet,Sale,Microsoft Surface
6274415,3/3/2023,2023,March,5:22:07,5,62.20892013,311.0446007,Electronics,Samsung,Television,Purchase,Curved TV
3535038,3/3/2023,2023,March,5:30:19,9,397.2306699,3575.076029,Books,Random House,Non-Fiction,Purchase,Science
8946973,3/3/2023,2023,March,5:40:17,7,432.9178367,3030.424857,Electronics,Samsung,Smartphone,Purchase,Sony Xperia
9155106,3/3/2023,2023,March,7:25:58,10,214.3320143,2143.320143,Grocery,Pepsi,Water,Sale,Purified water
5128365,3/3/2023,2023,March,7:30:09,9,250.6560344,2255.90431,Grocery,Coca-Cola,Juice,Purchase,Apple juice
7589777,3/3/2023,2023,March,7:30:16,7,115.3998145,807.7987018,Grocery,Pepsi,Water,Purchase,Sparkling water
2578700,3/3/2023,2023,March,7:51:25,3,332.210018,996.630054,Electronics,Apple,Laptop,Purchase,HP Spectre
1945863,3/3/2023,2023,March,7:58:39,1,468.1668645,468.1668645,Electronics,Samsung,Smartphone,Sale,LG G
3452385,3/3/2023,2023,March,8:18:23,7,244.8416313,1713.891419,Electronics,Apple,Smartphone,Purchase,Motorola Moto
3790309,3/3/2023,2023,March,8:37:28,3,168.5153926,505.5461778,Grocery,Pepsi,Water,Purchase,Sparkling water
6191252,3/3/2023,2023,March,9:04:55,8,407.3625649,3258.900519,Electronics,Apple,Smartphone,Purchase,OnePlus
4568253,3/3/2023,2023,March,9:10:31,5,389.2614156,1946.307078,Books,HarperCollins,Fiction,Sale,Romance
5851941,3/3/2023,2023,March,9:26:24,9,389.1887989,3502.69919,Electronics,Apple,Laptop,Sale,Dell XPS
6620814,3/3/2023,2023,March,10:30:28,3,172.2409911,516.7229734,Grocery,Pepsi,Water,Purchase,Sparkling water
5170136,3/3/2023,2023,March,11:14:34,5,76.2987829,381.4939145,Grocery,Pepsi,Water,Purchase,Alkaline water
2782155,3/3/2023,2023,March,12:29:00,9,391.0836726,3519.753053,Electronics,Apple,Smartphone,Sale,OnePlus
8953415,3/3/2023,2023,March,13:22:16,8,37.61517787,300.9214229,Home Decor,Home Depot,Tools,Purchase,Drill
3812145,3/3/2023,2023,March,13:43:47,1,30.47180155,30.47180155,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
5424839,3/3/2023,2023,March,14:45:50,8,251.5648438,2012.51875,Books,Penguin Books,Children's,Sale,Educational kits
4396761,3/3/2023,2023,March,15:17:26,10,58.65995495,586.5995495,Grocery,Pepsi,Water,Purchase,Purified water
7786651,3/3/2023,2023,March,15:20:42,5,246.2359305,1231.179652,Electronics,Sony,Smartphone,Sale,LG G
5260884,3/3/2023,2023,March,16:17:44,3,418.0930945,1254.279283,Electronics,Apple,Smartphone,Purchase,Xiaomi Mi
7891235,3/3/2023,2023,March,16:47:51,3,287.8694203,863.6082609,Books,Penguin Books,Fiction,Sale,Horror
5926813,3/3/2023,2023,March,16:49:18,5,29.04831693,145.2415846,Electronics,Sony,Headphones,Purchase,Over-ear headphones
7362510,3/3/2023,2023,March,17:07:56,4,30.50021334,122.0008533,Grocery,Coca-Cola,Juice,Purchase,Apple juice
3277192,3/3/2023,2023,March,17:30:15,4,176.6197507,706.4790028,Grocery,Pepsi,Soft Drink,Purchase,Lemon-lime soda
5362840,3/3/2023,2023,March,18:10:12,6,297.506392,1785.038352,Grocery,Pepsi,Water,Sale,Alkaline water
3616738,3/3/2023,2023,March,19:17:28,8,69.99826075,559.986086,Electronics,Apple,Tablet,Sale,Amazon Fire Tablet
5637738,3/3/2023,2023,March,20:07:40,9,347.5151694,3127.636525,Electronics,Apple,Smartphone,Purchase,Samsung Galaxy
9146037,3/3/2023,2023,March,20:23:30,6,348.3355107,2090.013064,Books,Random House,Non-Fiction,Sale,Health
9701472,3/3/2023,2023,March,21:11:45,3,130.6282506,391.8847519,Electronics,Samsung,Television,Sale,QLED TV
9935222,3/3/2023,2023,March,21:17:15,2,432.5292208,865.0584416,Electronics,Apple,Tablet,Sale,Asus ZenPad
8505876,3/3/2023,2023,March,21:23:20,2,358.5317808,717.0635615,Electronics,Apple,Smartphone,Purchase,Xiaomi Mi
8627380,3/3/2023,2023,March,21:54:31,4,204.9592458,819.8369832,Electronics,Apple,Tablet,Sale,Samsung Galaxy Tab
1889145,3/3/2023,2023,March,22:08:28,7,340.4314868,2383.020408,Grocery,Pepsi,Water,Sale,Alkaline water
3669566,3/3/2023,2023,March,23:21:53,5,306.5487004,1532.743502,Electronics,Apple,Smartphone,Purchase,LG G
9362348,3/3/2023,2023,March,23:56:36,9,116.3921006,1047.528906,Electronics,Sony,Smartphone,Sale,iPhone
9110621,3/4/2023,2023,March,0:34:36,1,143.8105804,143.8105804,Electronics,Apple,Tablet,Sale,Samsung Galaxy Tab
8433523,3/4/2023,2023,March,0:36:01,10,349.5442445,3495.442445,Electronics,Sony,Headphones,Sale,Noise-cancelling headphones
1151599,3/4/2023,2023,March,1:06:21,6,178.6440461,1071.864277,Electronics,Sony,Smartphone,Sale,Nokia
4753649,3/4/2023,2023,March,1:17:07,6,90.79866599,544.7919959,Books,Penguin Books,Non-Fiction,Sale,Health
9789741,3/4/2023,2023,March,1:22:06,1,116.2801344,116.2801344,Electronics,Sony,Television,Sale,Android TV
9819571,3/4/2023,2023,March,1:54:12,2,396.4636662,792.9273325,Books,HarperCollins,Non-Fiction,Sale,Science
4210632,3/4/2023,2023,March,3:23:06,9,324.2119055,2917.90715,Grocery,Pepsi,Water,Purchase,Purified water
8637694,3/4/2023,2023,March,3:26:37,10,209.5929402,2095.929402,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
7096641,3/4/2023,2023,March,3:47:16,2,206.3605847,412.7211694,Home Decor,Home Depot,Tools,Purchase,Drill
8115541,3/4/2023,2023,March,4:39:32,10,115.1733704,1151.733704,Home Decor,IKEA,Furniture,Purchase,Bookshelf
1482781,3/4/2023,2023,March,5:17:01,9,409.4443267,3684.998941,Electronics,Apple,Laptop,Sale,LG Gram
3358390,3/4/2023,2023,March,5:18:15,1,215.9615316,215.9615316,Books,HarperCollins,Fiction,Purchase,Romance
7729393,3/4/2023,2023,March,6:24:15,7,423.433524,2964.034668,Electronics,Apple,Tablet,Sale,Lenovo Tab
9601541,3/4/2023,2023,March,6:44:06,3,380.559888,1141.679664,Electronics,Sony,Television,Sale,Curved TV
1271963,3/4/2023,2023,March,6:45:27,4,137.3131352,549.2525409,Books,Penguin Books,Fiction,Sale,Science fiction
2758294,3/4/2023,2023,March,7:02:52,3,374.604647,1123.813941,Books,Penguin Books,Fiction,Sale,Thriller
1612449,3/4/2023,2023,March,9:09:44,4,110.7621033,443.0484131,Electronics,Samsung,Smartphone,Sale,Motorola Moto
6280865,3/4/2023,2023,March,10:04:59,10,301.1461356,3011.461356,Electronics,Sony,Headphones,Sale,Wireless headphones
6573562,3/4/2023,2023,March,10:09:43,2,147.8487574,295.6975147,Electronics,Sony,Smartphone,Sale,OnePlus
8915976,3/4/2023,2023,March,10:49:49,10,429.5877666,4295.877666,Electronics,Apple,Smartphone,Sale,Samsung Galaxy
2272980,3/4/2023,2023,March,11:19:14,5,25.55763098,127.7881549,Grocery,Pepsi,Water,Sale,Alkaline water
3299944,3/4/2023,2023,March,11:47:05,3,386.1185753,1158.355726,Home Decor,IKEA,Furniture,Purchase,Coffee table
2735265,3/4/2023,2023,March,11:50:04,6,108.917577,653.5054621,Grocery,Nestle,Chocolate,Sale,Milk chocolate
8485880,3/4/2023,2023,March,12:30:30,9,408.9427227,3680.484504,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Blender
5144738,3/4/2023,2023,March,12:45:47,5,139.3131902,696.5659511,Electronics,Samsung,Tablet,Sale,Sony Xperia Tablet
9236633,3/4/2023,2023,March,13:34:06,2,394.4198804,788.8397609,Electronics,Samsung,Tablet,Purchase,Google Pixel Slate
9780903,3/4/2023,2023,March,13:53:35,10,144.3798616,1443.798616,Electronics,Apple,Tablet,Purchase,Acer Iconia Tab
5511700,3/4/2023,2023,March,14:52:45,3,308.0598304,924.1794912,Electronics,Sony,Smartphone,Purchase,Sony Xperia
4446545,3/4/2023,2023,March,15:14:28,10,295.9117199,2959.117199,Electronics,Sony,Headphones,Purchase,Noise-cancelling headphones
7078806,3/4/2023,2023,March,15:21:19,3,427.7096355,1283.128907,Electronics,Apple,Smartphone,Purchase,Huawei P
9092951,3/4/2023,2023,March,15:27:41,3,170.3204695,510.9614086,Home Decor,IKEA,Furniture,Sale,Desk
4638219,3/4/2023,2023,March,15:50:37,8,363.4440537,2907.55243,Electronics,Sony,Television,Sale,LCD TV
6958819,3/4/2023,2023,March,16:11:33,5,10.13638117,50.68190587,Electronics,Samsung,Tablet,Purchase,Lenovo Tab
2356939,3/4/2023,2023,March,17:02:36,5,169.3559828,846.7799138,Electronics,Sony,Smartphone,Purchase,OnePlus
2387827,3/4/2023,2023,March,17:15:13,5,313.4930539,1567.46527,Grocery,Nestle,Snacks,Sale,Chips
3670292,3/4/2023,2023,March,17:19:09,9,261.94924,2357.54316,Electronics,Sony,Television,Sale,Curved TV
3805026,3/4/2023,2023,March,18:56:25,5,295.9500107,1479.750053,Electronics,Apple,Smartphone,Sale,Samsung Galaxy
1681865,3/4/2023,2023,March,19:17:53,7,291.6161061,2041.312742,Books,HarperCollins,Thriller,Sale,Action
3972873,3/4/2023,2023,March,19:24:49,1,67.05576923,67.05576923,Books,HarperCollins,Non-Fiction,Sale,Science
3778996,3/4/2023,2023,March,19:44:52,4,187.3778725,749.5114899,Electronics,Sony,Headphones,Sale,Over-ear headphones
5517670,3/4/2023,2023,March,20:56:36,8,284.728924,2277.831392,Grocery,Pepsi,Water,Purchase,Sparkling water
5967486,3/4/2023,2023,March,21:06:33,8,167.5163851,1340.13108,Electronics,Samsung,Tablet,Purchase,Samsung Galaxy Tab
4917979,3/4/2023,2023,March,21:20:42,7,35.82542163,250.7779514,Grocery,Nestle,Chocolate,Purchase,Chocolate bars
7578953,3/4/2023,2023,March,21:36:19,7,278.3348209,1948.343746,Home Decor,Home Depot,Tools,Purchase,Level
8747622,3/4/2023,2023,March,23:06:50,3,289.9357022,869.8071065,Grocery,Pepsi,Soft Drink,Sale,Energy drink
2462997,3/4/2023,2023,March,23:45:34,2,186.0800512,372.1601025,Electronics,Sony,Television,Purchase,OLED TV
8301991,3/4/2023,2023,March,23:49:31,2,155.6887719,311.3775438,Electronics,Samsung,Tablet,Sale,Huawei MediaPad
6798886,3/5/2023,2023,March,0:57:18,4,250.351114,1001.404456,Grocery,Pepsi,Water,Sale,Alkaline water
1877409,3/5/2023,2023,March,1:00:46,3,184.6842488,554.0527463,Books,HarperCollins,Fiction,Sale,Horror
2059572,3/5/2023,2023,March,1:05:11,8,57.58246221,460.6596976,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
8435409,3/5/2023,2023,March,2:20:26,6,168.9522672,1013.713603,Electronics,Sony,Smartphone,Purchase,Samsung Galaxy
2431566,3/5/2023,2023,March,3:11:54,10,156.471496,1564.71496,Electronics,Samsung,Television,Purchase,Curved TV
5292335,3/5/2023,2023,March,3:16:20,5,369.3258977,1846.629489,Electronics,Samsung,Smartphone,Sale,Xiaomi Mi
2672526,3/5/2023,2023,March,3:34:18,10,154.9324378,1549.324378,Grocery,Coca-Cola,Water,Sale,Sparkling water
